epoch,avg_score,avg_val_score,epsilon,avg_loss,beta
0,0.07700000114738942,0.8083333453784386,0.6266243402226069,0.00010130722694157157,0.439996
1,0.21100000314414502,0.2647058862973662,0.5119080161481818,0.00011893976858118549,0.47999600000000003
2,0.3940000058710575,1.287500019185245,0.46874402729334436,0.00011161868431372568,0.519996
3,0.5895000087842345,1.3000000193715096,0.44854668911626416,0.00011337582487612963,0.559996
4,0.8120000120997429,2.600000038743019,0.43614935380316244,0.00010460194549523294,0.599996
5,0.9005000134184956,0.15555555787351397,0.40017366862531617,9.361936656205217e-05,0.639996
6,1.0565000157430768,2.625000039115548,0.38833508357669116,6.724998707795749e-05,0.679996
7,1.0540000157058238,0.5388888969189591,0.37011749907392544,5.804471074952744e-05,0.719996
8,0.9260000137984753,1.7333333591620128,0.3506422413229717,6.0085250679549064e-05,0.7599960000000001
9,1.1085000165179373,2.625000039115548,0.33958843716110043,5.206533698583371e-05,0.799996
10,1.1155000166222453,2.625000039115548,0.32301034115956817,4.68381516111549e-05,0.839996
11,1.1125000165775418,0.8583333461234967,0.31095440320487033,4.966289709955163e-05,0.879996
12,1.1780000175535679,0.6785714386829308,0.2981522409896931,3.8556345498363956e-05,0.919996
13,1.2955000193044544,1.7333333591620128,0.28875315527232953,3.327174465084681e-05,0.959996
14,1.2100000180304051,2.625000039115548,0.27246607520069366,3.760031550882559e-05,0.999996
